NOC,Year,Sport,Medal,One_sum
Russia,2000,Aquatics,Bronze,13
Russia,2000,Weightlifting,Silver,1
Russia,2000,Weightlifting,Bronze,2
Russia,2000,Weightlifting,No medal,6
Russia,2000,Wrestling,Gold,6
Russia,2000,Wrestling,Silver,2
Russia,2000,Wrestling,Bronze,1
Russia,2000,Wrestling,No medal,7
Rwanda,2000,Athletics,No medal,3
Rwanda,2000,Aquatics,No medal,2
Saint Kitts and Nevis,2000,Athletics,No medal,4
Saint Lucia,2000,Athletics,No medal,3
Saint Lucia,2000,Aquatics,No medal,2
Saint Vincent and the Grenadines,2000,Athletics,No medal,2
Saint Vincent and the Grenadines,2000,Aquatics,No medal,2
Samoa,2000,Archery,No medal,1
Samoa,2000,Athletics,No medal,2
Samoa,2000,Boxing,No medal,1
Samoa,2000,Cycling,No medal,1
Samoa,2000,Judo,No medal,1
Samoa,2000,Weightlifting,No medal,1
Samoa,2000,Weightlifting,No medal,1
Samoa,2000,Wrestling,No medal,1
San Marino,2000,Athletics,No medal,1
San Marino,2000,Shooting,No medal,2
San Marino,2000,Aquatics,No medal,1
Sao Tome and Princip,2000,Athletics,No medal,2
Saudi Arabia,2000,Athletics,Silver,1
Saudi Arabia,2000,Athletics,No medal,15
Saudi Arabia,2000,Equestrian,Bronze,1
Saudi Arabia,2000,Equestrian,No medal,3
Saudi Arabia,2000,Shooting,No medal,1
Saudi Arabia,2000,Aquatics,No medal,1
Saudi Arabia,2000,Taekwondo,No medal,1
Senegal,2000,Athletics,No medal,15
Senegal,2000,Basketball,No medal,12
Senegal,2000,Boxing,No medal,1
Senegal,2000,Judo,No medal,1
Senegal,2000,Aquatics,No medal,2
Senegal,2000,Wrestling,No medal,1
Serbia and Montenegro,2000,Athletics,No medal,30
Serbia and Montenegro,2000,Basketball,No medal,12
Serbia and Montenegro,2000,Boxing,No medal,1
Serbia and Montenegro,2000,Canoeing,No medal,6
Serbia and Montenegro,2000,Fencing,No medal,1
Serbia and Montenegro,2000,Handball,No medal,15
Serbia and Montenegro,2000,Judo,No medal,1
Serbia and Montenegro,2000,Rowing,No medal,6
Serbia and Montenegro,2000,Shooting,Silver,1
Serbia and Montenegro,2000,Shooting,No medal,11
Serbia and Montenegro,2000,Aquatics,No medal,12
Serbia and Montenegro,2000,Table Tennis,No medal,3
Serbia and Montenegro,2000,Tennis,No medal,2
Serbia and Montenegro,2000,Volleyball,Gold,11
Serbia and Montenegro,2000,Aquatics,Bronze,13
Seychelles,2000,Athletics,No medal,2
Seychelles,2000,Judo,No medal,1
Seychelles,2000,Sailing,No medal,3
Seychelles,2000,Aquatics,No medal,2
Seychelles,2000,Weightlifting,No medal,1
Sierra Leone,2000,Athletics,No medal,2
Sierra Leone,2000,Weightlifting,No medal,1
Singapore,2000,Sailing,No medal,3
Singapore,2000,Shooting,No medal,1
Singapore,2000,Aquatics,No medal,15
Singapore,2000,Table Tennis,No medal,4
Slovakia,2000,Athletics,No medal,19
Slovakia,2000,Basketball,No medal,12
Slovakia,2000,Canoeing,Gold,2
Slovakia,2000,Canoeing,Silver,1
Slovakia,2000,Canoeing,Bronze,1
Slovakia,2000,Canoeing,No medal,20
Slovakia,2000,Cycling,No medal,9
Slovakia,2000,Football,No medal,18
Slovakia,2000,Gymnastics,No medal,5
Slovakia,2000,Judo,No medal,1
Slovakia,2000,Rowing,No medal,1
Slovakia,2000,Sailing,No medal,1
Slovakia,2000,Shooting,No medal,5
Slovakia,2000,Aquatics,Silver,2
Slovakia,2000,Aquatics,No medal,7
Slovakia,2000,Aquatics,No medal,2
Slovakia,2000,Tennis,No medal,8
Slovakia,2000,Aquatics,No medal,13
Slovakia,2000,Weightlifting,No medal,1
Slovakia,2000,Wrestling,No medal,4
Slovenia,2000,Archery,No medal,1
Slovenia,2000,Athletics,No medal,22
Slovenia,2000,Badminton,No medal,1
Slovenia,2000,Canoeing,No medal,4
Slovenia,2000,Cycling,No medal,7
Slovenia,2000,Gymnastics,No medal,7
Slovenia,2000,Handball,No medal,15
Slovenia,2000,Rowing,Gold,2
Slovenia,2000,Rowing,No medal,6
Slovenia,2000,Sailing,No medal,5
Slovenia,2000,Shooting,Gold,1
Slovenia,2000,Shooting,No medal,4
Slovenia,2000,Aquatics,No medal,10
Slovenia,2000,Taekwondo,No medal,1
Slovenia,2000,Tennis,No medal,4
Somalia,2000,Athletics,No medal,2
South Africa,2000,Archery,No medal,2
South Africa,2000,Athletics,Silver,1
South Africa,2000,Athletics,Bronze,2
South Africa,2000,Athletics,No medal,26
South Africa,2000,Baseball and Softball,No medal,24
South Africa,2000,Boxing,No medal,3
South Africa,2000,Canoeing,No medal,3
South Africa,2000,Cycling,No medal,4
South Africa,2000,Football,No medal,16
South Africa,2000,Field hockey,No medal,16
South Africa,2000,Judo,No medal,1
South Africa,2000,Modern Pentathlon,No medal,1
South Africa,2000,Rowing,No medal,8
South Africa,2000,Sailing,No medal,2
South Africa,2000,Shooting,No medal,5
South Africa,2000,Aquatics,Silver,1
South Africa,2000,Aquatics,Bronze,1
South Africa,2000,Aquatics,No medal,36
South Africa,2000,Tennis,No medal,6
South Africa,2000,Triathlon,No medal,2
South Africa,2000,Wrestling,No medal,1
Spain,2000,Archery,No medal,1
Spain,2000,Athletics,Bronze,1
Spain,2000,Athletics,No medal,62
Spain,2000,Basketball,No medal,12
Spain,2000,Volleyball,No medal,2
Spain,2000,Boxing,Silver,1
Spain,2000,Canoeing,No medal,21
Spain,2000,Cycling,Gold,1
Spain,2000,Cycling,Bronze,1
Spain,2000,Cycling,No medal,29
Spain,2000,Aquatics,No medal,5
Spain,2000,Equestrian,No medal,20
Spain,2000,Fencing,No medal,6
Spain,2000,Football,Silver,17
Spain,2000,Gymnastics,Gold,1
Spain,2000,Gymnastics,No medal,73
Spain,2000,Handball,Bronze,15
Spain,2000,Field hockey,No medal,32
Spain,2000,Judo,Gold,1
Spain,2000,Judo,No medal,11
Spain,2000,Gymnastics,No medal,8
Spain,2000,Rowing,No medal,4
Spain,2000,Sailing,No medal,17
Spain,2000,Shooting,No medal,7
Spain,2000,Aquatics,Bronze,1
Spain,2000,Aquatics,No medal,34
Spain,2000,Aquatics,No medal,2
Spain,2000,Taekwondo,Silver,1
Spain,2000,Taekwondo,No medal,3
Spain,2000,Tennis,Bronze,2
Spain,2000,Tennis,No medal,9
Spain,2000,Triathlon,No medal,4
Spain,2000,Volleyball,No medal,12
Spain,2000,Aquatics,No medal,12
Spain,2000,Weightlifting,No medal,3
Sri Lanka,2000,Athletics,Silver,1
Sri Lanka,2000,Athletics,No medal,16
Sri Lanka,2000,Sailing,No medal,1
Sri Lanka,2000,Shooting,No medal,4
Sri Lanka,2000,Aquatics,No medal,2
Sudan,2000,Athletics,No medal,2
Sudan,2000,Aquatics,No medal,1
Suriname,2000,Athletics,No medal,2
Suriname,2000,Aquatics,No medal,3
Swaziland,2000,Athletics,No medal,2
Swaziland,2000,Boxing,No medal,1
Swaziland,2000,Aquatics,No medal,2
Swaziland,2000,Taekwondo,No medal,1
Sweden,2000,Archery,No medal,12
Sweden,2000,Athletics,Bronze,1
Sweden,2000,Athletics,No medal,13
Sweden,2000,Badminton,No medal,6
Sweden,2000,Volleyball,No medal,2
Sweden,2000,Canoeing,Silver,2
Sweden,2000,Canoeing,No medal,11
Sweden,2000,Cycling,No medal,6
Sweden,2000,Aquatics,No medal,1
Sweden,2000,Equestrian,No medal,16
Sweden,2000,Fencing,No medal,1
Sweden,2000,Football,No medal,16
Sweden,2000,Handball,Silver,15
Sweden,2000,Judo,No medal,2
Sweden,2000,Modern Pentathlon,No medal,2
Sweden,2000,Rowing,No medal,3
Sweden,2000,Sailing,Bronze,1
Sweden,2000,Sailing,No medal,16
Sweden,2000,Shooting,Gold,2
Sweden,2000,Shooting,No medal,10
Sweden,2000,Aquatics,Gold,1
Sweden,2000,Aquatics,Silver,2
Sweden,2000,Aquatics,Bronze,6
Sweden,2000,Aquatics,No medal,26
Sweden,2000,Table Tennis,Silver,1
Sweden,2000,Table Tennis,No medal,10
Sweden,2000,Taekwondo,No medal,2
Sweden,2000,Tennis,No medal,6
Sweden,2000,Triathlon,No medal,1
Sweden,2000,Wrestling,Gold,1
Sweden,2000,Wrestling,No medal,4
Switzerland,2000,Athletics,No medal,15
Switzerland,2000,Volleyball,No medal,2
Switzerland,2000,Canoeing,No medal,4
Switzerland,2000,Cycling,Silver,1
Switzerland,2000,Cycling,Bronze,1
Switzerland,2000,Cycling,No medal,17
Switzerland,2000,Aquatics,No medal,4
Switzerland,2000,Equestrian,Silver,4
Switzerland,2000,Equestrian,No medal,12
Switzerland,2000,Fencing,Silver,4
Switzerland,2000,Fencing,No medal,4
Switzerland,2000,Gymnastics,No medal,7
Switzerland,2000,Judo,No medal,3
Switzerland,2000,Modern Pentathlon,No medal,1
Switzerland,2000,Rowing,Silver,1
Switzerland,2000,Rowing,No medal,10
Switzerland,2000,Sailing,No medal,8
Switzerland,2000,Shooting,Silver,1
Switzerland,2000,Shooting,No medal,4
Switzerland,2000,Aquatics,No medal,17
Switzerland,2000,Aquatics,No medal,2
Switzerland,2000,Tennis,No medal,5
Switzerland,2000,Gymnastics,No medal,1
Switzerland,2000,Triathlon,Gold,1
Switzerland,2000,Triathlon,Bronze,1
Switzerland,2000,Triathlon,No medal,4
Switzerland,2000,Wrestling,No medal,4
Syria,2000,Athletics,No medal,3
Syria,2000,Boxing,No medal,2
Syria,2000,Shooting,No medal,1
Syria,2000,Aquatics,No medal,2
Tajikistan,2000,Athletics,No medal,2
Tajikistan,2000,Aquatics,No medal,2
Tanzania,2000,Athletics,No medal,4
Thailand,2000,Athletics,No medal,13
Thailand,2000,Badminton,No medal,8
Thailand,2000,Boxing,Gold,1
Thailand,2000,Boxing,Bronze,1
Thailand,2000,Boxing,No medal,7
Thailand,2000,Aquatics,No medal,2
Thailand,2000,Rowing,No medal,1
Thailand,2000,Sailing,No medal,3
Thailand,2000,Shooting,No medal,6
Thailand,2000,Aquatics,No medal,16
Thailand,2000,Table Tennis,No medal,1
Thailand,2000,Tennis,No medal,4
Thailand,2000,Weightlifting,Bronze,1
Thailand,2000,Weightlifting,No medal,4
Togo,2000,Athletics,No medal,2
Togo,2000,Judo,No medal,1
Tonga,2000,Athletics,No medal,2
Tonga,2000,Weightlifting,No medal,1
Trinidad and Tobago,2000,Athletics,Silver,1
Trinidad and Tobago,2000,Athletics,Bronze,1
Trinidad and Tobago,2000,Athletics,No medal,19
Trinidad and Tobago,2000,Aquatics,No medal,7
Trinidad and Tobago,2000,Taekwondo,No medal,1
Tunisia,2000,Athletics,No medal,9
Tunisia,2000,Boxing,No medal,5
Tunisia,2000,Fencing,No medal,1
Tunisia,2000,Handball,No medal,14
Tunisia,2000,Judo,No medal,9
Tunisia,2000,Rowing,No medal,2
Tunisia,2000,Aquatics,No medal,1
Tunisia,2000,Table Tennis,No medal,1
Tunisia,2000,Weightlifting,No medal,1
Tunisia,2000,Wrestling,No medal,4
Turkey,2000,Archery,No medal,12
Turkey,2000,Athletics,No medal,5
Turkey,2000,Boxing,No medal,9
Turkey,2000,Judo,Gold,1
Turkey,2000,Judo,No medal,2
Turkey,2000,Sailing,No medal,4
Turkey,2000,Shooting,No medal,3
Turkey,2000,Aquatics,No medal,10
Turkey,2000,Taekwondo,Bronze,1
Turkey,2000,Taekwondo,No medal,1
Turkey,2000,Weightlifting,Gold,1
Turkey,2000,Weightlifting,No medal,6
Turkey,2000,Wrestling,Gold,1
Turkey,2000,Wrestling,Bronze,1
Turkey,2000,Wrestling,No medal,10
Turkmenistan,2000,Athletics,No medal,2
Turkmenistan,2000,Judo,No medal,2
Turkmenistan,2000,Shooting,No medal,1
Turkmenistan,2000,Table Tennis,No medal,1
Turkmenistan,2000,Weightlifting,No medal,1
Turkmenistan,2000,Wrestling,No medal,1
Uganda,2000,Archery,No medal,1
Uganda,2000,Athletics,No medal,5
Uganda,2000,Boxing,No medal,4
Uganda,2000,Aquatics,No medal,2
Uganda,2000,Table Tennis,No medal,1
Ukraine,2000,Archery,Silver,3
Ukraine,2000,Archery,No medal,9
Ukraine,2000,Athletics,Bronze,2
Ukraine,2000,Athletics,No medal,59
Ukraine,2000,Badminton,No medal,6
Ukraine,2000,Boxing,Silver,2
Ukraine,2000,Boxing,Bronze,3
Ukraine,2000,Boxing,No medal,6
Ukraine,2000,Canoeing,No medal,13
Ukraine,2000,Cycling,Silver,4
Ukraine,2000,Cycling,Bronze,1
Ukraine,2000,Cycling,No medal,18
Ukraine,2000,Aquatics,Bronze,2
Ukraine,2000,Aquatics,No medal,10
Ukraine,2000,Fencing,No medal,19
Ukraine,2000,Gymnastics,Silver,6
Ukraine,2000,Gymnastics,Bronze,1
Ukraine,2000,Gymnastics,No medal,67
Ukraine,2000,Judo,Bronze,1
Ukraine,2000,Judo,No medal,6
Ukraine,2000,Modern Pentathlon,No medal,3
Ukraine,2000,Gymnastics,No medal,2
Ukraine,2000,Rowing,No medal,12
Ukraine,2000,Sailing,Bronze,2
Ukraine,2000,Sailing,No medal,9
Ukraine,2000,Shooting,Gold,1
Ukraine,2000,Shooting,No medal,11
Ukraine,2000,Aquatics,Gold,2
Ukraine,2000,Aquatics,Silver,2
Ukraine,2000,Aquatics,No medal,51
Ukraine,2000,Aquatics,No medal,2
Ukraine,2000,Table Tennis,No medal,1
Ukraine,2000,Tennis,No medal,2
Ukraine,2000,Gymnastics,Silver,1
Ukraine,2000,Gymnastics,No medal,1
Ukraine,2000,Triathlon,No medal,2
Ukraine,2000,Weightlifting,No medal,10
Ukraine,2000,Wrestling,Silver,2
Ukraine,2000,Wrestling,No medal,14
United Arab Emirates,2000,Athletics,No medal,1
United Arab Emirates,2000,Shooting,No medal,3
United Arab Emirates,2000,Aquatics,No medal,1
United States,2000,Archery,Silver,1
United States,2000,Archery,Bronze,3
United States,2000,Archery,No medal,8
United States,2000,Athletics,Gold,16
United States,2000,Athletics,Silver,4
United States,2000,Athletics,Bronze,8
United States,2000,Athletics,No medal,107
United States,2000,Badminton,No medal,1
United States,2000,Baseball and Softball,Gold,24
United States,2000,Basketball,Gold,23
United States,2000,Volleyball,Gold,2
United States,2000,Volleyball,No medal,6
United States,2000,Boxing,Silver,2
United States,2000,Boxing,Bronze,2
United States,2000,Boxing,No medal,8
United States,2000,Canoeing,No medal,19
United States,2000,Cycling,Gold,1
United States,2000,Cycling,Silver,1
United States,2000,Cycling,No medal,34
United States,2000,Aquatics,Gold,1
United States,2000,Aquatics,No medal,13
United States,2000,Equestrian,Gold,1
United States,2000,Equestrian,Bronze,8
United States,2000,Equestrian,No medal,14
United States,2000,Fencing,No medal,11
United States,2000,Football,Silver,13
United States,2000,Football,No medal,17
United States,2000,Gymnastics,Bronze,6
United States,2000,Gymnastics,No medal,68
United States,2000,Judo,No medal,14
United States,2000,Modern Pentathlon,Silver,1
United States,2000,Modern Pentathlon,No medal,3
United States,2000,Rowing,Silver,2
United States,2000,Rowing,Bronze,4
United States,2000,Rowing,No medal,42
United States,2000,Sailing,Gold,2
United States,2000,Sailing,Silver,4
United States,2000,Sailing,Bronze,2
United States,2000,Sailing,No medal,10
United States,2000,Shooting,Gold,1
United States,2000,Shooting,Bronze,2
United States,2000,Shooting,No medal,31
United States,2000,Baseball and Softball,Gold,15
United States,2000,Aquatics,Gold,37
United States,2000,Aquatics,Silver,18
United States,2000,Aquatics,Bronze,11
United States,2000,Aquatics,No medal,25
United States,2000,Aquatics,No medal,11
United States,2000,Table Tennis,No medal,13
United States,2000,Taekwondo,Gold,1
United States,2000,Taekwondo,No medal,3
United States,2000,Tennis,Gold,3
United States,2000,Tennis,Bronze,1
United States,2000,Tennis,No medal,7
United States,2000,Gymnastics,No medal,1
United States,2000,Triathlon,No medal,6
United States,2000,Volleyball,No medal,24
United States,2000,Aquatics,Silver,13
United States,2000,Aquatics,No medal,13
United States,2000,Weightlifting,Gold,1
United States,2000,Weightlifting,Bronze,1
United States,2000,Weightlifting,No medal,4
United States,2000,Wrestling,Gold,2
United States,2000,Wrestling,Silver,2
United States,2000,Wrestling,Bronze,3
United States,2000,Wrestling,No medal,9
Uruguay,2000,Athletics,No medal,5
Uruguay,2000,Cycling,Silver,1
Uruguay,2000,Cycling,No medal,1
Uruguay,2000,Equestrian,No medal,2
Uruguay,2000,Judo,No medal,1
Uruguay,2000,Sailing,No medal,1
Uruguay,2000,Shooting,No medal,1
Uruguay,2000,Aquatics,No medal,5
Uzbekistan,2000,Athletics,No medal,25
Uzbekistan,2000,Boxing,Gold,1
Uzbekistan,2000,Boxing,Bronze,2
Uzbekistan,2000,Boxing,No medal,7
Uzbekistan,2000,Canoeing,No medal,2
Uzbekistan,2000,Fencing,No medal,1
Uzbekistan,2000,Gymnastics,No medal,5
Uzbekistan,2000,Judo,No medal,7
Uzbekistan,2000,Shooting,No medal,6
Uzbekistan,2000,Aquatics,No medal,14
Uzbekistan,2000,Tennis,No medal,1
Uzbekistan,2000,Gymnastics,No medal,1
Uzbekistan,2000,Weightlifting,No medal,2
Uzbekistan,2000,Wrestling,Silver,1
Uzbekistan,2000,Wrestling,No medal,10
Vanuatu,2000,Archery,No medal,1
Vanuatu,2000,Athletics,No medal,2
Venezuela,2000,Athletics,No medal,6
Venezuela,2000,Boxing,No medal,4
Venezuela,2000,Cycling,No medal,6
Venezuela,2000,Aquatics,No medal,4
Venezuela,2000,Fencing,No medal,1
Venezuela,2000,Gymnastics,No medal,5
Venezuela,2000,Judo,No medal,8
Venezuela,2000,Sailing,No medal,1
Venezuela,2000,Shooting,No medal,4
Venezuela,2000,Aquatics,No medal,10
Venezuela,2000,Aquatics,No medal,2
Venezuela,2000,Table Tennis,No medal,3
Venezuela,2000,Taekwondo,No medal,1
Venezuela,2000,Tennis,No medal,5
Venezuela,2000,Triathlon,No medal,1
Venezuela,2000,Weightlifting,No medal,2
Venezuela,2000,Wrestling,No medal,2
Vietnam,2000,Athletics,No medal,2
Vietnam,2000,Shooting,No medal,1
Vietnam,2000,Aquatics,No medal,2
Vietnam,2000,Taekwondo,Silver,1
Vietnam,2000,Taekwondo,No medal,1
Virgin Islands,2000,Athletics,No medal,3
Virgin Islands,2000,Athletics,No medal,1
Virgin Islands,2000,Equestrian,No medal,1
Virgin Islands,2000,Sailing,No medal,2
Virgin Islands,2000,Shooting,No medal,3
Virgin Islands,2000,Aquatics,No medal,3
Yemen,2000,Athletics,No medal,2
Zambia,2000,Athletics,No medal,4
Zambia,2000,Boxing,No medal,2
Zambia,2000,Aquatics,No medal,2
Zimbabwe,2000,Athletics,No medal,12
Zimbabwe,2000,Aquatics,No medal,1
Zimbabwe,2000,Aquatics,No medal,7
Zimbabwe,2000,Tennis,No medal,5
Zimbabwe,2000,Triathlon,No medal,1
the Solomon,2000,Athletics,No medal,2
Afghanistan,2004,Athletics,No medal,2
Afghanistan,2004,Boxing,No medal,1
Afghanistan,2004,Judo,No medal,1
Afghanistan,2004,Wrestling,No medal,1
Albania,2004,Athletics,No medal,2
Albania,2004,Aquatics,No medal,2
Albania,2004,Weightlifting,No medal,2
Albania,2004,Wrestling,No medal,1
Algeria,2004,Athletics,No medal,21
Algeria,2004,Boxing,No medal,7
Algeria,2004,Fencing,No medal,10
Algeria,2004,Judo,No medal,11
Algeria,2004,Rowing,No medal,1
Algeria,2004,Aquatics,No medal,10
Algeria,2004,Table Tennis,No medal,7
Algeria,2004,Tennis,No medal,1
Algeria,2004,Weightlifting,No medal,2
Algeria,2004,Wrestling,No medal,1
Andorra,2004,Athletics,No medal,2
Andorra,2004,Judo,No medal,1
Andorra,2004,Shooting,No medal,1
Andorra,2004,Aquatics,No medal,2
Angola,2004,Athletics,No medal,1
Angola,2004,Basketball,No medal,12
Angola,2004,Handball,No medal,15
Angola,2004,Judo,No medal,1
Angola,2004,Aquatics,No medal,1
Antigua and Barbuda,2004,Athletics,No medal,3
Antigua and Barbuda,2004,Aquatics,No medal,2
Argentina,2004,Athletics,No medal,8
Argentina,2004,Basketball,Gold,1
Argentina,2004,Volleyball,No medal,2
Argentina,2004,Boxing,No medal,1
Argentina,2004,Canoeing,No medal,3
Argentina,2004,Cycling,No medal,5
Argentina,2004,Equestrian,No medal,8
Argentina,2004,Fencing,No medal,1
Argentina,2004,Football,Gold,1
Argentina,2004,Gymnastics,No medal,5
Argentina,2004,Field hockey,Bronze,16
Argentina,2004,Field hockey,No medal,16
Argentina,2004,Judo,No medal,9
Argentina,2004,Rowing,No medal,6
Argentina,2004,Sailing,Bronze,2
Argentina,2004,Sailing,No medal,9
Argentina,2004,Shooting,No medal,8
Argentina,2004,Aquatics,Bronze,1
Argentina,2004,Aquatics,No medal,17
Argentina,2004,Table Tennis,No medal,4
Argentina,2004,Taekwondo,No medal,2
Argentina,2004,Tennis,Bronze,2
Argentina,2004,Tennis,No medal,10
Argentina,2004,Triathlon,No medal,2
Argentina,2004,Volleyball,No medal,12
Argentina,2004,Weightlifting,No medal,2
Armenia,2004,Athletics,No medal,2
Armenia,2004,Boxing,No medal,1
Armenia,2004,Judo,No medal,1
Armenia,2004,Shooting,No medal,2
Armenia,2004,Aquatics,No medal,1
Armenia,2004,Tennis,No medal,1
Armenia,2004,Weightlifting,No medal,4
Armenia,2004,Wrestling,No medal,7
Aruba,2004,Athletics,No medal,1
Aruba,2004,Aquatics,No medal,2
Aruba,2004,Weightlifting,No medal,1
Australia,2004,Archery,Bronze,1
Australia,2004,Archery,No medal,11
Australia,2004,Athletics,Silver,4
Australia,2004,Athletics,Bronze,2
Australia,2004,Athletics,No medal,39
Australia,2004,Badminton,No medal,8
Australia,2004,Baseball and Softball,Silver,24
Australia,2004,Basketball,Silver,12
Australia,2004,Basketball,No medal,12
Australia,2004,Volleyball,No medal,8
Australia,2004,Boxing,No medal,9
Australia,2004,Canoeing,Silver,3
Australia,2004,Canoeing,No medal,16
Australia,2004,Cycling,Gold,12
Australia,2004,Cycling,Silver,2
Australia,2004,Cycling,Bronze,3
Australia,2004,Cycling,No medal,20
Australia,2004,Aquatics,Gold,1
Australia,2004,Aquatics,Silver,1
Australia,2004,Aquatics,Bronze,7
Australia,2004,Aquatics,No medal,7
Australia,2004,Equestrian,No medal,13
Australia,2004,Fencing,No medal,3
Australia,2004,Football,No medal,32
Australia,2004,Gymnastics,No medal,36
Australia,2004,Field hockey,Gold,16
Australia,2004,Field hockey,No medal,16
Australia,2004,Judo,No medal,12
Australia,2004,Modern Pentathlon,No medal,2
Australia,2004,Gymnastics,No medal,1
Australia,2004,Rowing,Gold,2
Australia,2004,Rowing,Silver,4
Australia,2004,Rowing,Bronze,13
Australia,2004,Rowing,No medal,26
Australia,2004,Sailing,No medal,18
Australia,2004,Shooting,Gold,1
Australia,2004,Shooting,Bronze,1
Australia,2004,Shooting,No medal,26
Australia,2004,Baseball and Softball,Silver,15
Australia,2004,Aquatics,Gold,17
Australia,2004,Aquatics,Silver,11
Australia,2004,Aquatics,Bronze,3
Australia,2004,Aquatics,No medal,55
Australia,2004,Aquatics,No medal,2
Australia,2004,Table Tennis,No medal,11
Australia,2004,Taekwondo,No medal,4
Australia,2004,Tennis,Bronze,1
Australia,2004,Tennis,No medal,10
Australia,2004,Gymnastics,No medal,1
Australia,2004,Triathlon,Silver,1
Australia,2004,Triathlon,No medal,5
Australia,2004,Volleyball,No medal,12
Australia,2004,Aquatics,No medal,26
Australia,2004,Weightlifting,No medal,2
Australia,2004,Wrestling,No medal,1
Austria,2004,Athletics,No medal,7
Austria,2004,Volleyball,No medal,4
Austria,2004,Canoeing,No medal,2
Austria,2004,Cycling,No medal,11
Austria,2004,Aquatics,No medal,2
Austria,2004,Equestrian,No medal,18
Austria,2004,Fencing,No medal,2
Austria,2004,Judo,Silver,1
Austria,2004,Judo,No medal,1
Austria,2004,Rowing,No medal,5
Austria,2004,Sailing,Gold,2
Austria,2004,Sailing,Silver,1
Austria,2004,Sailing,No medal,4
Austria,2004,Shooting,Bronze,1
Austria,2004,Shooting,No medal,6
Austria,2004,Aquatics,Silver,2
Austria,2004,Aquatics,No medal,8
Austria,2004,Table Tennis,No medal,5
Austria,2004,Taekwondo,No medal,2
Austria,2004,Tennis,No medal,1
Austria,2004,Triathlon,Gold,1
Austria,2004,Triathlon,No medal,2
Austria,2004,Weightlifting,No medal,1
Austria,2004,Wrestling,No medal,3
Azerbaijan,2004,Athletics,No medal,4
Azerbaijan,2004,Boxing,Bronze,2
Azerbaijan,2004,Boxing,No medal,7
Azerbaijan,2004,Fencing,No medal,1
Azerbaijan,2004,Judo,No medal,3
Azerbaijan,2004,Gymnastics,No medal,1
Azerbaijan,2004,Shooting,Bronze,2
Azerbaijan,2004,Shooting,No medal,1
Azerbaijan,2004,Aquatics,No medal,2
Azerbaijan,2004,Taekwondo,No medal,2
Azerbaijan,2004,Weightlifting,No medal,5
Azerbaijan,2004,Wrestling,Gold,1
Azerbaijan,2004,Wrestling,No medal,6
Bahamas,2004,Athletics,Gold,1
Bahamas,2004,Athletics,Bronze,1
Bahamas,2004,Athletics,No medal,18
Bahamas,2004,Aquatics,No medal,6
Bahamas,2004,Tennis,No medal,2
Bahrain,2004,Athletics,No medal,6
Bahrain,2004,Sailing,No medal,1
Bahrain,2004,Shooting,No medal,1
Bahrain,2004,Aquatics,No medal,2
Bangladesh,2004,Athletics,No medal,1
Bangladesh,2004,Shooting,No medal,1
Bangladesh,2004,Aquatics,No medal,2
Barbados,2004,Athletics,No medal,3
Barbados,2004,Cycling,No medal,1
Barbados,2004,Judo,No medal,1
Barbados,2004,Shooting,No medal,1
Barbados,2004,Aquatics,No medal,9
Belarus,2004,Archery,No medal,2
Belarus,2004,Athletics,Gold,1
Belarus,2004,Athletics,No medal,43
Belarus,2004,Boxing,Silver,2
Belarus,2004,Boxing,No medal,4
Belarus,2004,Canoeing,Bronze,2
Belarus,2004,Canoeing,No medal,12
Belarus,2004,Cycling,Bronze,1
Belarus,2004,Cycling,No medal,6
Belarus,2004,Aquatics,No medal,4
Belarus,2004,Equestrian,No medal,1
Belarus,2004,Fencing,No medal,2
Belarus,2004,Gymnastics,No medal,17
Belarus,2004,Judo,Gold,1
Belarus,2004,Judo,No medal,6
Belarus,2004,Modern Pentathlon,No medal,3
Belarus,2004,Gymnastics,No medal,8
Belarus,2004,Rowing,Silver,1
Belarus,2004,Rowing,Bronze,2
Belarus,2004,Rowing,No medal,8
Belarus,2004,Sailing,No medal,1
Belarus,2004,Shooting,Bronze,1
Belarus,2004,Shooting,No medal,14
Belarus,2004,Aquatics,No medal,17
Belarus,2004,Aquatics,No medal,2
Belarus,2004,Table Tennis,No medal,6
Belarus,2004,Tennis,No medal,4
Belarus,2004,Gymnastics,No medal,3
Belarus,2004,Weightlifting,Silver,2
Belarus,2004,Weightlifting,Bronze,1
Belarus,2004,Weightlifting,No medal,5
Belarus,2004,Wrestling,Bronze,1
Belarus,2004,Wrestling,No medal,9
Belgium,2004,Athletics,No medal,11
Belgium,2004,Canoeing,No medal,3
Belgium,2004,Cycling,Bronze,1
Belgium,2004,Cycling,No medal,11
Belgium,2004,Equestrian,No medal,18
Belgium,2004,Fencing,No medal,1
Belgium,2004,Gymnastics,No medal,5
Belgium,2004,Judo,Bronze,1
Belgium,2004,Judo,No medal,2
Belgium,2004,Rowing,No medal,3
Belgium,2004,Sailing,No medal,4
Belgium,2004,Shooting,No medal,1
Belgium,2004,Table Tennis,No medal,1
Belgium,2004,Taekwondo,No medal,1
Belgium,2004,Tennis,Gold,1
Belgium,2004,Tennis,No medal,4
Belgium,2004,Triathlon,No medal,2
Belize,2004,Athletics,No medal,2
Benin,2004,Athletics,No medal,2
Benin,2004,Aquatics,No medal,2
Bermuda,2004,Athletics,No medal,1
Bermuda,2004,Aquatics,No medal,1
