country,year,host,Aquatics,Aquatics_perf,Archery,Archery_perf,Athletics,Athletics_perf,Badminton,Badminton_perf,Baseball?and Softball,Baseball?and Softball_perf,Basketball,Basketball_perf,Basque Pelota,Basque Pelota_perf,Boxing,Boxing_perf,Breaking,Breaking_perf,Canoeing,Canoeing_perf,Cricket,Cricket_perf,Croquet,Croquet_perf,Cycling,Cycling_perf,Equestrian,Equestrian_perf,Fencing,Fencing_perf,Field hockey,Field hockey_perf,Flag football,Flag football_perf,Football,Football_perf,Golf,Golf_perf,Gymnastics,Gymnastics_perf,Handball,Handball_perf,Jeu de Paume,Jeu de Paume_perf,Judo,Judo_perf,Karate,Karate_perf,Lacrosse,Lacrosse_perf,Modern Pentathlon,Modern Pentathlon_perf,Polo,Polo_perf,Rackets,Rackets_perf,Roque,Roque_perf,Rowing,Rowing_perf,Rugby,Rugby_perf,Sailing,Sailing_perf,Shooting,Shooting_perf,Skateboarding,Skateboarding_perf,Sport Climbing,Sport Climbing_perf,Squash,Squash_perf,Surfing,Surfing_perf,Table Tennis,Table Tennis_perf,Taekwondo,Taekwondo_perf,Tennis,Tennis_perf,Triathlon,Triathlon_perf,Tug of War,Tug of War_perf,Volleyball,Volleyball_perf,Water Motorsports,Water Motorsports_perf,Weightlifting,Weightlifting_perf,Wrestling,Wrestling_perf,medal_gold,medal_silver,medal_bronze
Fiji,1988,0,36,0,2,0,41,0,0,0,0,0,2,0,0,0,12,0,0,0,12,0,0,0,0,0,8,0,6,0,8,0,2,0,0,0,1,0,0,0,15,0,2,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0,20,0,0,0,0
Finland,1988,0,36,0,2,0,41,29,0,0,0,0,2,0,0,0,12,3,0,0,12,0,0,0,0,0,8,0,6,0,8,0,2,0,0,0,1,0,0,0,15,0,2,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,14,10,0,0,7,0,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,6,20,19,1,1,2
France,1988,0,36,9,2,0,41,22,0,0,0,0,2,0,0,0,12,3,0,0,12,33,0,0,0,0,8,3,6,0,8,113,2,0,0,0,1,160,0,0,15,3,2,0,0,0,8,12,0,0,0,0,2,9,0,0,0,0,0,0,14,0,0,0,7,6,11,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0,20,0,6,4,6
Gabon,1988,0,36,0,2,0,41,0,0,0,0,0,2,0,0,0,12,0,0,0,12,0,0,0,0,0,8,0,6,0,8,0,2,0,0,0,1,0,0,0,15,0,2,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0,20,0,0,0,0
Gambia,1988,0,36,0,2,0,41,0,0,0,0,0,2,0,0,0,12,0,0,0,12,0,0,0,0,0,8,0,6,0,8,0,2,0,0,0,1,0,0,0,15,0,2,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0,20,0,0,0,0
Georgia,1988,0,36,0,2,0,41,0,0,0,0,0,2,0,0,0,12,0,0,0,12,0,0,0,0,0,8,0,6,0,8,0,2,0,0,0,1,0,0,0,15,0,2,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0,20,0,0,0,0
Germany,1988,0,36,0,2,0,41,0,0,0,0,0,2,0,0,0,12,0,0,0,12,0,0,0,0,0,8,0,6,0,8,0,2,0,0,0,1,0,0,0,15,0,2,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0,20,0,0,0,0
Ghana,1988,0,36,0,2,0,41,0,0,0,0,0,2,0,0,0,12,0,0,0,12,0,0,0,0,0,8,0,6,0,8,0,2,0,0,0,1,0,0,0,15,0,2,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0,20,0,0,0,0
Great Britain,1988,0,36,27,2,0,41,117,0,0,0,0,2,0,0,0,12,3,0,0,12,0,0,0,0,0,8,0,6,51,8,0,2,45,0,0,1,0,0,0,15,0,2,0,0,0,8,12,0,0,0,0,2,0,0,0,0,0,0,0,14,50,0,0,7,6,11,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,3,20,3,5,10,9
Greece,1988,0,36,0,2,0,41,0,0,0,0,0,2,0,0,0,12,0,0,0,12,0,0,0,0,0,8,0,6,0,8,0,2,0,0,0,1,0,0,0,15,0,2,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0,20,9,0,0,1
Grenada,1988,0,36,0,2,0,41,0,0,0,0,0,2,0,0,0,12,0,0,0,12,0,0,0,0,0,8,0,6,0,8,0,2,0,0,0,1,0,0,0,15,0,2,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0,20,0,0,0,0
Guam,1988,0,36,0,2,0,41,0,0,0,0,0,2,0,0,0,12,0,0,0,12,0,0,0,0,0,8,0,6,0,8,0,2,0,0,0,1,0,0,0,15,0,2,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0,20,0,0,0,0
Guatemala,1988,0,36,0,2,0,41,0,0,0,0,0,2,0,0,0,12,0,0,0,12,0,0,0,0,0,8,0,6,0,8,0,2,0,0,0,1,0,0,0,15,0,2,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0,20,0,0,0,0
Guinea,1988,0,36,0,2,0,41,0,0,0,0,0,2,0,0,0,12,0,0,0,12,0,0,0,0,0,8,0,6,0,8,0,2,0,0,0,1,0,0,0,15,0,2,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0,20,0,0,0,0
Guinea Bissau,1988,0,36,0,2,0,41,0,0,0,0,0,2,0,0,0,12,0,0,0,12,0,0,0,0,0,8,0,6,0,8,0,2,0,0,0,1,0,0,0,15,0,2,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0,20,0,0,0,0
Guyana,1988,0,36,0,2,0,41,0,0,0,0,0,2,0,0,0,12,0,0,0,12,0,0,0,0,0,8,0,6,0,8,0,2,0,0,0,1,0,0,0,15,0,2,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0,20,0,0,0,0
Haiti,1988,0,36,0,2,0,41,0,0,0,0,0,2,0,0,0,12,0,0,0,12,0,0,0,0,0,8,0,6,0,8,0,2,0,0,0,1,0,0,0,15,0,2,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0,20,0,0,0,0
Honduras,1988,0,36,0,2,0,41,0,0,0,0,0,2,0,0,0,12,0,0,0,12,0,0,0,0,0,8,0,6,0,8,0,2,0,0,0,1,0,0,0,15,0,2,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0,20,0,0,0,0
Hong Kong,1988,0,36,0,2,0,41,0,0,0,0,0,2,0,0,0,12,0,0,0,12,0,0,0,0,0,8,0,6,0,8,0,2,0,0,0,1,0,0,0,15,0,2,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0,20,0,0,0,0
Hungary,1988,0,36,0,2,0,41,0,0,0,0,0,2,0,0,0,12,0,0,0,12,0,0,0,0,0,8,0,6,0,8,0,2,0,0,0,1,0,0,0,15,0,2,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0,20,0,11,6,6
Iceland,1988,0,36,0,2,0,41,0,0,0,0,0,2,0,0,0,12,0,0,0,12,0,0,0,0,0,8,0,6,0,8,0,2,0,0,0,1,0,0,0,15,0,2,0,0,0,8,3,0,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0,20,0,0,0,0
India,1988,0,36,0,2,0,41,0,0,0,0,0,2,0,0,0,12,0,0,0,12,0,0,0,0,0,8,0,6,0,8,0,2,0,0,0,1,0,0,0,15,0,2,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0,20,0,0,0,0
Indonesia,1988,0,36,0,2,0,41,0,0,0,0,0,2,0,0,0,12,0,0,0,12,0,0,0,0,0,8,0,6,0,8,0,2,0,0,0,1,0,0,0,15,0,2,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0,20,0,0,1,0
Iran,1988,0,36,0,2,0,41,0,0,0,0,0,2,0,0,0,12,0,0,0,12,0,0,0,0,0,8,0,6,0,8,0,2,0,0,0,1,0,0,0,15,0,2,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0,20,0,0,1,0
Iraq,1988,0,36,0,2,0,41,0,0,0,0,0,2,0,0,0,12,0,0,0,12,0,0,0,0,0,8,0,6,0,8,0,2,0,0,0,1,0,0,0,15,0,2,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0,20,0,0,0,0
Ireland,1988,0,36,0,2,0,41,6,0,0,0,0,2,0,0,0,12,0,0,0,12,0,0,0,0,0,8,0,6,0,8,0,2,0,0,0,1,0,0,0,15,0,2,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0,20,0,0,0,0
Israel,1988,0,36,0,2,0,41,0,0,0,0,0,2,0,0,0,12,0,0,0,12,0,0,0,0,0,8,0,6,0,8,0,2,0,0,0,1,0,0,0,15,0,2,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0,20,0,0,0,0
Italy,1988,0,36,0,2,0,41,45,0,0,0,0,2,0,0,0,12,28,0,0,12,0,0,0,0,0,8,40,6,0,8,137,2,0,0,0,1,0,0,0,15,0,2,0,0,0,8,6,0,0,0,0,2,43,0,0,0,0,0,0,14,30,0,0,7,6,11,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,36,0,0,10,10,20,10,6,4,4
Jamaica,1988,0,36,0,2,0,41,36,0,0,0,0,2,0,0,0,12,0,0,0,12,0,0,0,0,0,8,0,6,0,8,0,2,0,0,0,1,0,0,0,15,0,2,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0,20,0,0,2,0
Japan,1988,0,36,9,2,3,41,0,0,0,0,0,2,0,0,0,12,0,0,0,12,0,0,0,0,0,8,3,6,0,8,0,2,0,0,0,1,0,0,0,15,72,2,0,0,0,8,43,0,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,7,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,36,0,0,10,9,20,56,4,3,7
Jordan,1988,0,36,0,2,0,41,0,0,0,0,0,2,0,0,0,12,0,0,0,12,0,0,0,0,0,8,0,6,0,8,0,2,0,0,0,1,0,0,0,15,0,2,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0,20,0,0,0,0
Kazakhstan,1988,0,36,0,2,0,41,0,0,0,0,0,2,0,0,0,12,0,0,0,12,0,0,0,0,0,8,0,6,0,8,0,2,0,0,0,1,0,0,0,15,0,2,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0,20,0,0,0,0
Kenya,1988,0,36,0,2,0,41,13,0,0,0,0,2,0,0,0,12,3,0,0,12,0,0,0,0,0,8,0,6,0,8,0,2,0,0,0,1,0,0,0,15,0,2,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0,20,0,5,2,2
Kiribati,1988,0,36,0,2,0,41,0,0,0,0,0,2,0,0,0,12,0,0,0,12,0,0,0,0,0,8,0,6,0,8,0,2,0,0,0,1,0,0,0,15,0,2,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0,20,0,0,0,0
Korea,1988,0,36,0,2,13,41,0,0,0,0,0,2,66,0,0,12,19,0,0,12,0,0,0,0,0,8,0,6,0,8,0,2,0,0,0,1,0,0,0,15,0,2,78,0,0,8,35,0,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0,20,38,0,0,0
Kosovo,1988,0,36,0,2,0,41,0,0,0,0,0,2,0,0,0,12,0,0,0,12,0,0,0,0,0,8,0,6,0,8,0,2,0,0,0,1,0,0,0,15,0,2,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0,20,0,0,0,0
Kuwait,1988,0,36,0,2,0,41,0,0,0,0,0,2,0,0,0,12,0,0,0,12,0,0,0,0,0,8,0,6,0,8,0,2,0,0,0,1,0,0,0,15,0,2,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0,20,0,0,0,0
Kyrgyzstan,1988,0,36,0,2,0,41,0,0,0,0,0,2,0,0,0,12,0,0,0,12,0,0,0,0,0,8,0,6,0,8,0,2,0,0,0,1,0,0,0,15,0,2,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0,20,0,0,0,0
Laos,1988,0,36,0,2,0,41,0,0,0,0,0,2,0,0,0,12,0,0,0,12,0,0,0,0,0,8,0,6,0,8,0,2,0,0,0,1,0,0,0,15,0,2,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0,20,0,0,0,0
Latvia,1988,0,36,0,2,0,41,0,0,0,0,0,2,0,0,0,12,0,0,0,12,0,0,0,0,0,8,0,6,0,8,0,2,0,0,0,1,0,0,0,15,0,2,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0,20,0,0,0,0
Lebanon,1988,0,36,0,2,0,41,0,0,0,0,0,2,0,0,0,12,0,0,0,12,0,0,0,0,0,8,0,6,0,8,0,2,0,0,0,1,0,0,0,15,0,2,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0,20,0,0,0,0
Lesotho,1988,0,36,0,2,0,41,0,0,0,0,0,2,0,0,0,12,0,0,0,12,0,0,0,0,0,8,0,6,0,8,0,2,0,0,0,1,0,0,0,15,0,2,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0,20,0,0,0,0
Liberia,1988,0,36,0,2,0,41,0,0,0,0,0,2,0,0,0,12,0,0,0,12,0,0,0,0,0,8,0,6,0,8,0,2,0,0,0,1,0,0,0,15,0,2,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0,20,0,0,0,0
Libya,1988,0,36,0,2,0,41,0,0,0,0,0,2,0,0,0,12,0,0,0,12,0,0,0,0,0,8,0,6,0,8,0,2,0,0,0,1,0,0,0,15,0,2,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0,20,0,0,0,0
Liechtenstein,1988,0,36,0,2,0,41,0,0,0,0,0,2,0,0,0,12,0,0,0,12,0,0,0,0,0,8,0,6,0,8,0,2,0,0,0,1,0,0,0,15,0,2,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0,20,0,0,0,0
Lithuania,1988,0,36,0,2,0,41,0,0,0,0,0,2,0,0,0,12,0,0,0,12,0,0,0,0,0,8,0,6,0,8,0,2,0,0,0,1,0,0,0,15,0,2,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0,20,0,0,0,0
Luxembourg,1988,0,36,0,2,0,41,0,0,0,0,0,2,0,0,0,12,0,0,0,12,0,0,0,0,0,8,0,6,0,8,0,2,0,0,0,1,0,0,0,15,0,2,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0,20,0,0,0,0
Macedonia,1988,0,36,0,2,0,41,0,0,0,0,0,2,0,0,0,12,0,0,0,12,0,0,0,0,0,8,0,6,0,8,0,2,0,0,0,1,0,0,0,15,0,2,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0,20,0,0,0,0
Madagascar,1988,0,36,0,2,0,41,0,0,0,0,0,2,0,0,0,12,0,0,0,12,0,0,0,0,0,8,0,6,0,8,0,2,0,0,0,1,0,0,0,15,0,2,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0,20,0,0,0,0
Malawi,1988,0,36,0,2,0,41,0,0,0,0,0,2,0,0,0,12,0,0,0,12,0,0,0,0,0,8,0,6,0,8,0,2,0,0,0,1,0,0,0,15,0,2,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0,20,0,0,0,0
Malaysia,1988,0,36,0,2,0,41,0,0,0,0,0,2,0,0,0,12,0,0,0,12,0,0,0,0,0,8,0,6,0,8,0,2,0,0,0,1,0,0,0,15,0,2,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0,20,0,0,0,0
Maldives,1988,0,36,0,2,0,41,0,0,0,0,0,2,0,0,0,12,0,0,0,12,0,0,0,0,0,8,0,6,0,8,0,2,0,0,0,1,0,0,0,15,0,2,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0,20,0,0,0,0
Mali,1988,0,36,0,2,0,41,0,0,0,0,0,2,0,0,0,12,0,0,0,12,0,0,0,0,0,8,0,6,0,8,0,2,0,0,0,1,0,0,0,15,0,2,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0,20,0,0,0,0
Malta,1988,0,36,0,2,0,41,0,0,0,0,0,2,0,0,0,12,0,0,0,12,0,0,0,0,0,8,0,6,0,8,0,2,0,0,0,1,0,0,0,15,0,2,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0,20,0,0,0,0
Marshall Islands,1988,0,36,0,2,0,41,0,0,0,0,0,2,0,0,0,12,0,0,0,12,0,0,0,0,0,8,0,6,0,8,0,2,0,0,0,1,0,0,0,15,0,2,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0,20,0,0,0,0
Mauritania,1988,0,36,0,2,0,41,0,0,0,0,0,2,0,0,0,12,0,0,0,12,0,0,0,0,0,8,0,6,0,8,0,2,0,0,0,1,0,0,0,15,0,2,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0,20,0,0,0,0
Mauritius,1988,0,36,0,2,0,41,0,0,0,0,0,2,0,0,0,12,0,0,0,12,0,0,0,0,0,8,0,6,0,8,0,2,0,0,0,1,0,0,0,15,0,2,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0,20,0,0,0,0
Mexico,1988,0,36,0,2,0,41,26,0,0,0,0,2,0,0,0,12,6,0,0,12,0,0,0,0,0,8,3,6,0,8,0,2,0,0,0,1,0,0,0,15,0,2,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0,20,6,0,0,2
Micronesia,1988,0,36,0,2,0,41,0,0,0,0,0,2,0,0,0,12,0,0,0,12,0,0,0,0,0,8,0,6,0,8,0,2,0,0,0,1,0,0,0,15,0,2,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0,20,0,0,0,0
Moldova,1988,0,36,0,2,0,41,0,0,0,0,0,2,0,0,0,12,0,0,0,12,0,0,0,0,0,8,0,6,0,8,0,2,0,0,0,1,0,0,0,15,0,2,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0,20,0,0,0,0
Monaco,1988,0,36,0,2,0,41,0,0,0,0,0,2,0,0,0,12,0,0,0,12,0,0,0,0,0,8,0,6,0,8,0,2,0,0,0,1,0,0,0,15,0,2,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0,20,0,0,0,0
Mongolia,1988,0,36,0,2,0,41,0,0,0,0,0,2,0,0,0,12,0,0,0,12,0,0,0,0,0,8,0,6,0,8,0,2,0,0,0,1,0,0,0,15,0,2,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0,20,0,0,0,1
Montenegro,1988,0,36,0,2,0,41,0,0,0,0,0,2,0,0,0,12,0,0,0,12,0,0,0,0,0,8,0,6,0,8,0,2,0,0,0,1,0,0,0,15,0,2,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0,20,0,0,0,0
Morocco,1988,0,36,0,2,0,41,20,0,0,0,0,2,0,0,0,12,0,0,0,12,0,0,0,0,0,8,0,6,0,8,0,2,0,0,0,1,0,0,0,15,0,2,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0,20,0,1,0,2
Mozambique,1988,0,36,0,2,0,41,0,0,0,0,0,2,0,0,0,12,0,0,0,12,0,0,0,0,0,8,0,6,0,8,0,2,0,0,0,1,0,0,0,15,0,2,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0,20,0,0,0,0
Myanmar,1988,0,36,0,2,0,41,0,0,0,0,0,2,0,0,0,12,0,0,0,12,0,0,0,0,0,8,0,6,0,8,0,2,0,0,0,1,0,0,0,15,0,2,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0,20,0,0,0,0
